timestamp_iso,multiplier
2026-04-20T11:04:59.235Z,1.71
2026-04-20T11:05:34.494Z,10.01
2026-04-20T11:05:43.514Z,1.09
2026-04-20T11:06:08.325Z,4.14
2026-04-20T11:06:17.979Z,1.15
2026-04-20T11:06:33.385Z,1.87
2026-04-20T11:07:33.240Z,80.01
2026-04-20T11:07:44.161Z,1.28
2026-04-20T11:07:58.370Z,1.69
2026-04-20T11:08:20.851Z,3.4
2026-04-20T11:08:47.487Z,4.83
2026-04-20T11:09:03.206Z,1.92
2026-04-20T11:09:21.761Z,2.44
2026-04-20T11:09:51.465Z,6.26
2026-04-20T11:10:30.219Z,13.45
2026-04-20T11:10:43.927Z,1.62
2026-04-20T11:10:58.276Z,1.71
2026-04-20T11:11:10.257Z,1.4
2026-04-20T11:11:24.183Z,1.65
2026-04-20T11:11:42.835Z,2.46
2026-04-20T11:12:05.316Z,3.4
2026-04-20T11:12:14.336Z,1.09
2026-04-20T11:12:22.347Z,1
2026-04-20T11:12:55.071Z,8.08
2026-04-20T11:13:09.828Z,1.77
2026-04-20T11:13:35.005Z,4.27
2026-04-20T11:14:02.938Z,5.39
2026-04-20T11:14:52.687Z,34.06
2026-04-20T11:15:14.671Z,3.26
2026-04-20T11:16:06.010Z,38.96
2026-04-20T11:16:53.637Z,28.47
2026-04-20T11:17:07.050Z,1.58
2026-04-20T11:17:28.665Z,3.16
2026-04-20T11:17:42.373Z,1.62
2026-04-20T11:18:01.725Z,2.61
2026-04-20T11:18:36.805Z,9.86
2026-04-20T11:18:58.269Z,3.12
2026-04-20T11:19:27.333Z,5.93
2026-04-20T11:19:55.022Z,5.28
2026-04-20T11:20:17.947Z,3.53
2026-04-20T11:20:41.930Z,3.86
2026-04-20T11:21:08.590Z,4.84
2026-04-20T11:21:19.418Z,1.27
2026-04-20T11:21:38.165Z,2.48
2026-04-20T11:22:08.779Z,6.76
2026-04-20T11:22:35.091Z,4.7
2026-04-20T11:22:56.781Z,3.18
2026-04-20T11:23:11.335Z,1.74
2026-04-20T11:23:27.177Z,1.94
2026-04-20T11:23:47.486Z,2.83
2026-04-20T11:24:14.578Z,5.02
2026-04-20T11:24:25.028Z,1.23
2026-04-20T11:25:03.479Z,13.11
2026-04-20T11:25:45.348Z,17.5
2026-04-20T11:26:18.145Z,8.13
2026-04-20T11:26:53.579Z,10.16
2026-04-20T11:27:19.688Z,4.62
2026-04-20T11:27:32.328Z,1.48
2026-04-20T11:28:02.585Z,6.56
2026-04-20T11:28:19.308Z,2.09
2026-04-20T11:28:41.789Z,3.4
2026-04-20T11:29:00.537Z,2.48
2026-04-20T11:29:18.995Z,2.42
2026-04-20T11:30:00.303Z,16.69
2026-04-20T11:30:40.551Z,15.26
2026-04-20T11:31:11.475Z,6.94
2026-04-20T11:31:24.888Z,1.58
2026-04-20T11:31:50.633Z,4.48
2026-04-20T11:32:03.352Z,1.49
2026-04-20T11:32:16.461Z,1.54
2026-04-20T11:32:39.386Z,3.53
2026-04-20T11:33:14.550Z,9.93
2026-04-20T11:33:39.974Z,4.36
2026-04-20T11:33:56.057Z,1.98
2026-04-20T11:34:16.898Z,2.96
2026-04-20T11:34:27.911Z,1.29
2026-04-20T11:35:03.311Z,10.13
2026-04-20T11:35:28.320Z,4.21
2026-04-20T11:35:56.320Z,5.42
2026-04-20T11:36:06.378Z,1.19
2026-04-20T11:36:21.134Z,1.77
2026-04-20T11:36:34.843Z,1.62
2026-04-20T11:36:47.875Z,1.53
2026-04-20T11:37:40.562Z,43.66
2026-04-20T11:37:55.842Z,1.85
2026-04-20T11:38:09.477Z,1.61
2026-04-20T11:38:24.234Z,1.77
2026-04-20T11:38:48.031Z,3.8
2026-04-20T11:39:10.014Z,3.26
2026-04-20T11:39:19.973Z,1.18
2026-04-20T11:40:07.199Z,27.52
2026-04-20T11:40:21.052Z,1.64
2026-04-20T11:40:29.170Z,1.01
2026-04-20T11:41:00.230Z,7.02
2026-04-20T11:41:38.545Z,12.96
2026-04-20T11:42:15.919Z,11.97
2026-04-20T11:42:29.105Z,1.55
2026-04-20T11:42:52.523Z,3.68
2026-04-20T11:43:01.543Z,1.09
2026-04-20T11:43:11.700Z,1.2
2026-04-20T11:43:38.792Z,5.02
2026-04-20T11:44:03.459Z,4.09
2026-04-20T11:44:18.081Z,1.75
2026-04-20T11:44:44.741Z,4.84
2026-04-20T11:45:20.610Z,10.54
2026-04-20T11:45:48.005Z,5.15
2026-04-20T11:46:03.284Z,1.85
2026-04-20T11:46:14.570Z,1.32
2026-04-20T11:46:44.006Z,6.12
2026-04-20T11:47:19.487Z,10.2
2026-04-20T11:47:45.647Z,4.64
2026-04-20T11:47:54.225Z,1.05
2026-04-20T11:48:42.196Z,29.31
2026-04-20T11:48:51.952Z,1.16
2026-04-20T11:49:16.735Z,4.13
2026-04-20T11:49:26.991Z,1.21
2026-04-20T11:49:52.387Z,4.35
2026-04-20T11:50:12.571Z,2.8
2026-04-20T11:50:29.463Z,2.12
2026-04-20T11:50:43.880Z,1.72
2026-04-20T11:51:03.893Z,2.76
2026-04-20T11:51:18.583Z,1.76
2026-04-20T11:51:58.194Z,14.46
2026-04-20T11:52:23.859Z,4.45
2026-04-20T11:52:37.421Z,1.6
2026-04-20T11:52:49.059Z,1.36
2026-04-20T11:53:14.725Z,4.45
2026-04-20T11:53:54.579Z,14.76
2026-04-20T11:54:06.976Z,1.45
2026-04-20T11:54:29.352Z,3.37
2026-04-20T11:54:45.009Z,1.91
2026-04-20T11:55:41.493Z,60.18
2026-04-20T11:55:56.449Z,1.8
2026-04-20T11:56:23.374Z,4.95
2026-04-20T11:56:37.723Z,1.71
2026-04-20T11:56:56.984Z,2.59
2026-04-20T11:57:06.004Z,1.09
2026-04-20T11:57:32.010Z,4.58
2026-04-20T11:57:48.033Z,1.97
2026-04-20T11:58:26.321Z,12.93
2026-04-20T11:58:41.536Z,1.84
2026-04-20T11:58:52.821Z,1.32
2026-04-20T11:59:05.698Z,1.51
2026-04-20T11:59:21.231Z,1.89
2026-04-20T11:59:31.088Z,1.17
2026-04-20T11:59:58.038Z,4.96
2026-04-20T12:00:12.106Z,1.67
2026-04-20T12:00:37.060Z,4.19
2026-04-20T12:00:45.524Z,1.04
2026-04-20T12:00:58.937Z,1.58
2026-04-20T12:01:11.891Z,1.52
2026-04-20T12:01:26.240Z,1.71
2026-04-20T12:01:54.107Z,5.36
2026-04-20T12:02:11.491Z,2.21
2026-04-20T12:02:42.260Z,6.85
2026-04-20T12:03:16.585Z,9.25
2026-04-20T12:04:05.970Z,33.03
2026-04-20T12:04:29.387Z,3.68
2026-04-20T12:04:43.096Z,1.62
2026-04-20T12:04:54.201Z,1.3
2026-04-20T12:05:25.626Z,7.24
2026-04-20T12:05:58.276Z,8.03
2026-04-20T12:06:23.481Z,4.28
2026-04-20T12:06:48.206Z,4.11
2026-04-20T12:06:58.847Z,1.25
2026-04-20T12:07:27.830Z,5.89
2026-04-20T12:07:50.276Z,3.39
2026-04-20T12:08:01.471Z,1.31
2026-04-20T12:08:23.345Z,3.23
2026-04-20T12:08:55.907Z,7.97
2026-04-20T12:09:05.561Z,1.15
2026-04-20T12:09:17.372Z,1.38
2026-04-20T12:09:42.742Z,4.34
2026-04-20T12:10:04.206Z,3.12
2026-04-20T12:10:16.521Z,1.44
2026-04-20T12:10:51.850Z,10.07
2026-04-20T12:11:30.700Z,13.56
2026-04-20T12:11:41.246Z,1.24
2026-04-20T12:12:30.249Z,31.98
2026-04-20T12:12:53.984Z,3.78
2026-04-20T12:13:07.396Z,1.58
2026-04-20T12:13:16.524Z,1.1
2026-04-20T12:13:55.208Z,13.37
2026-04-20T12:14:06.312Z,1.3
2026-04-20T12:14:36.388Z,6.46
2026-04-20T12:14:52.472Z,1.98
2026-04-20T12:15:23.050Z,6.74
2026-04-20T12:15:38.645Z,1.9
2026-04-20T12:16:01.469Z,3.5
2026-04-20T12:16:33.089Z,7.36
2026-04-20T12:17:11.467Z,13.03
2026-04-20T12:17:46.714Z,10
2026-04-20T12:18:24.138Z,12.02
2026-04-20T12:18:37.551Z,1.58
2026-04-20T12:19:04.666Z,5.03
2026-04-20T12:19:20.569Z,1.95
2026-04-20T12:20:02.410Z,17.46
2026-04-20T12:20:13.696Z,1.32
2026-04-20T12:20:28.318Z,1.75
2026-04-20T12:20:41.036Z,1.49
2026-04-20T12:21:08.431Z,5.15
2026-04-20T12:21:44.266Z,10.51
2026-04-20T12:22:18.174Z,8.93
2026-04-20T12:22:50.204Z,7.62
2026-04-20T12:23:12.858Z,3.45
2026-04-20T12:23:25.090Z,1.43
2026-04-20T12:23:33.102Z,1
2026-04-20T12:23:47.724Z,1.75
2026-04-20T12:24:02.547Z,1.78
2026-04-20T12:24:25.472Z,3.53
2026-04-20T12:24:51.835Z,4.72
2026-04-20T12:25:16.120Z,3.96
2026-04-20T12:25:44.757Z,5.72
2026-04-20T12:26:37.335Z,43.26
2026-04-20T12:26:53.298Z,1.96
2026-04-20T12:27:12.282Z,2.53
2026-04-20T12:27:38.262Z,4.57
2026-04-20T12:28:20.392Z,17.89
2026-04-20T12:28:46.780Z,4.73
2026-04-20T12:29:00.415Z,1.61
2026-04-20T12:29:12.140Z,1.37
2026-04-20T12:29:38.377Z,4.67
2026-04-20T12:30:05.539Z,5.05
2026-04-20T12:30:21.320Z,1.93
2026-04-20T12:30:33.045Z,1.37
2026-04-20T12:30:50.901Z,2.3
2026-04-20T12:31:00.347Z,1.13
2026-04-20T12:31:29.899Z,6.18
2026-04-20T12:31:47.282Z,2.21
2026-04-20T12:32:42.541Z,54.26
2026-04-20T12:33:09.177Z,4.83
2026-04-20T12:33:25.786Z,2.07
2026-04-20T12:34:06.408Z,15.75
2026-04-20T12:34:45.670Z,14.04
2026-04-20T12:35:03.107Z,2.22
2026-04-20T12:35:35.106Z,7.6
2026-04-20T12:36:14.232Z,13.88
2026-04-20T12:36:30.196Z,1.96
2026-04-20T12:36:48.306Z,2.35
2026-04-20T12:36:59.041Z,1.26
2026-04-20T12:37:43.262Z,21.35
2026-04-20T12:38:04.419Z,3.04
2026-04-20T12:38:15.882Z,1.34
2026-04-20T12:38:42.832Z,4.96
2026-04-20T12:39:10.633Z,5.33
2026-04-20T12:39:24.414Z,1.63
2026-04-20T12:39:39.036Z,1.75
2026-04-20T12:40:15.687Z,11.26
2026-04-20T12:40:30.967Z,1.85
2026-04-20T12:40:48.771Z,2.29
2026-04-20T12:41:12.845Z,3.89
2026-04-20T12:41:34.272Z,3.11
2026-04-20T12:41:44.912Z,1.25
2026-04-20T12:41:59.601Z,1.76
2026-04-20T12:42:08.942Z,1.12
2026-04-20T12:42:33.868Z,4.18
2026-04-20T12:43:14.231Z,15.41
2026-04-20T12:43:26.213Z,1.4
2026-04-20T12:43:44.960Z,2.48
2026-04-20T12:44:14.759Z,6.31
2026-04-20T12:44:28.246Z,1.59
2026-04-20T12:45:01.953Z,8.78
2026-04-20T12:45:48.249Z,25.44
2026-04-20T12:46:17.411Z,5.98
2026-04-20T12:46:43.209Z,4.5
2026-04-20T12:47:10.395Z,5.06
2026-04-20T12:47:41.983Z,7.34
2026-04-20T12:47:52.432Z,1.23
2026-04-20T12:48:19.453Z,4.99
2026-04-20T12:49:09.541Z,35.05
2026-04-20T12:49:45.229Z,10.38
2026-04-20T12:49:56.424Z,1.31
2026-04-20T12:50:22.508Z,4.61
2026-04-20T12:50:50.894Z,5.6
2026-04-20T12:51:25.141Z,9.19
2026-04-20T12:51:33.491Z,1.03
